word,word_lemma
prisforudsætninger,prisforudsætning
skatteprovenu,skatteprovenu
justerer,justere
solfesten,solfeste
trængte,trænge
efterlyste,efterlyste
lup,lup
bekendtgørelser,bekendtgørelse
stadfæster,stadfæst
røgslørene,røgslør
letter,lette
virak,virak
redegørelsen,redegørels
polemikken,polemik
populær,populær
orm,orme
gnaver,gnave
spyttet,spytte
mave,mave
prisudviklingen,prisudvikling
risici,risici
strukturelt,strukturel
shellgaseventyr,shellgaseventyr
medtages,medtage
middelklasseborgere,middelklasseborger
fremskrivninger,fremskrivninge
elkapacitet,elkapacitet
energikapacitet,energikapacite
fremtidssikkert,fremtidssikkert
forudsige,forudsig
kold,kold
tyrker,tyrke
afmatning,afmatning
parcelhuse,parcelhus
heftige,heftig
kulkraftværk,kulkraftværk
kulkraftværket,kulkraftværke
vindmølleparken,vindmøllepar
solcelleudbygningen,solcelleudbygning
vindmølleudbygningen,vindmølleudbygning
energifremskrivninger,energifremskrivning
fejlvurdering,fejlvurdering
baserede,basere
bioenergi,bioenergi
fejlagtige,fejlagtig
solenergien,solenergi
fremskrivning,fremskrivning
kraftig,kraftig
solcelleprisen,solcellepris
begivenhed,begivenhed
installerer,installere
optimerer,optimere
yes,yes
sandsynligheden,sandsynligheden
energisektoren,energisektor
kopierer,kopiere
raskvæk,raskvæk
forsyningssikkerhedsmålsætninger,forsyningssikkerhedsmålsætninge
doha,doha
mandag,mandag
jordisk,jordisk
planlægningshorisont,planlægningshorisont
lysende,lyse
elforbrugere,elforbruger
femtelaveste,femtelaveste
velvillig,velvillig
glemte,glemme
begrunde,begrunde
medforslagsstillere,medforslagsstill
humøret,humøre
beskyttelseszoner,beskyttelseszon
bortforklare,bortforklare
svigt,svigt
uforståeligt,uforståelig
grundovervågningsrapport,grundovervågningsrappor
boringerne,boring
overskredet,overskredet
bekræftes,bekræfte
boringskontrollen,boringskontrolle
indvindingsboringerne,indvindingsboring
forurenet,forurene
vandværkernes,vandværkerne
danva,danva
vandboringerne,vandboring
formiddags,formiddags
vandgeologiske,vandgeologisk
beskyttelseszonen,beskyttelseszon
variere,varier
boring,boring
meter,meter
radius,radius
boringen,boring
vandboringer,vandboring
nedsivning,nedsivning
forsigtigt,forsigtig
forureninger,forureninge
undgås,undgå
grundvandsforureninger,grundvandsforureninge
sjældent,sjælden
magasinforurening,magasinforurening
fortyndet,fortynde
vandet,vand
pumpes,pumpe
drikke,drikke
renses,rense
overskuelig,overskuelig
betænkningen,betænkning
simpel,simpel
lodret,lodre
biobenzin,biobenzin
blandes,blande
benzinen,benzin
vindenergiområdet,vindenergiområde
politiktiltag,politiktiltag
nedlæggelse,nedlæggelse
informationsaktiviteter,informationsaktivitete
kaldet,kalde
videreføres,videreføre
energieffektiviseringsindsatsen,energieffektiviseringsindsats
afvikling,afvikling
omprioriteringer,omprioritering
tilknyttede,tilknytte
konsekvensændringer,konsekvensændringe
påligning,påligning
indkomstskat,indkomstskat
videreført,videreføre
erhvervsøkonomiske,erhvervsøkonomisk
vakt,vakt
opsigt,opsigt
nøglepunkter,nøglepunktum
underkendelse,underkendelse
nedlægge,nedlægge
hovedopgaver,hovedopgave
overført,overføre
energibesparelserne,energibesparels
omegnen,omegn
erhvervsgrupper,erhvervsgruppe
produktionsarbejdspladser,produktionsarbejdspladse
pakke,pak
smarteste,smart
gigantisk,gigantisk
lovforslagene,lovforslag
aftaleteksten,aftaletekst
udmøntninger,udmøntning
nemmeste,nem
omprioriteret,omprioritere
energispareformål,energispareformål
nedlægges,nedlægge
helveg,helveg
petersen,petersen
gennemførelsen,gennemførels
indvarsler,indvarsle
paradigmeskift,paradigmeskift
besparelsesindsats,besparelsesindsats
gennemførelse,gennemførelse
lovinitiativer,lovinitiative
frivillige,frivillig
opfordret,opfordre
interesseorganisationer,interesseorganisatione
sportsgrene,sportsgr
velvalgt,velvalgt
jordkloden,jordklode
overhaler,overhaler
byggesten,byggest
runder,runde
delte,dele
stamme,stamme
krybe,kryb
småskidt,småskidt
opprioritering,opprioritering
klimapåvirkningerne,klimapåvirkning
overgangen,overgang
energirenovering,energirenovering
bygningsmasse,bygningsmasse
renoveringer,renovering
bygninger,bygning
scorer,score
sammenholdt,sammenholde
anvendelige,anvendelig
nyttige,nyttig
skeptiske,skeptisk
hverdagskost,hverdagskost
organ,organ
rådgivning,rådgivning
videnformidling,videnformidling
kampagner,kampagn
googlesøgning,googlesøgning
instanser,instanse
halvoffentlige,halvoffentlig
byder,byde
energieffektiviseringsinitiativer,energieffektiviseringsinitiative
oliefyr,oliefyr
overlap,overlap
rådgivningssektor,rådgivningssektor
rationalisering,rationalisering
ialt,ialt
undtagelse,undtagelse
hovedsubstans,hovedsubstans
transformation,transformation
flygter,flygt
effektiviseringer,effektivisering
familierne,familierne
ordførernes,ordførerne
danmarkshistorie,danmarkshistorie
længstvarende,længstvare
grønneste,grønneste
udvise,udvise
lovgivninger,lovgivninge
velvillighed,velvillighed
tinget,tinge
udført,udføre
organisationens,organisation
satsninger,satsning
energiselskabernes,energiselskaberne
målrettes,målrette
energieffektiv,energieffektiv
omprioritere,ompriorit
optimale,optimal
synergi,synergi
benyttet,benytte
synergieffekt,synergieffekt
ventes,vente
ultimo,ultimo
herom,herom
desavouering,desavouering
markedsudvikling,markedsudvikling
nabolande,nabolande
japan,japan
london,london
nyindstallerede,nyindstallere
elmarkeder,elmarkede
døjer,døje
kulkraftværker,kulkraftværke
vindanlæg,vindanlæg
forny,forny
erhvervsfordele,erhvervsfordel
bygningsudvalget,bygningsudvalg
anmode,anmode
planloven,planlov
landdistrikter,landdistrikter
svag,svag
kystnærhedszonen,kystnærhedszon
kyst,kyst
overlapning,overlapning
flagstang,flagstang
midten,midte
øerne,ø
sydfynske,sydfynsk
øhav,øhav
kystturismen,kystturisme
solkysten,solkyst
meters,meter
strandbeskyttelseslinje,strandbeskyttelseslinje
stringente,stringente
campingplads,campingplads
høegh,høegh
naturressource,naturressource
planlægningen,planlægning
planlægningens,planlægning
undtaget,undtage
bestemmelsen,bestemmels
forleden,forleden
forsker,forsker
landdistriktsforskning,landdistriktsforskning
dejlige,dejlig
yderområder,yderområde
landdistriktsbestemmelsen,landdistriktsbestemmelse
landdistrikt,landdistrikt
landdistriktministeren,landdistriktminister
erhvervsudviklingen,erhvervsudvikling
områderne,område
kystnærhedszone,kystnærhedszone
begrænsende,begrænsende
bestående,beståe
kystnærhedszonerne,kystnærhedszon
hoser,hose
landdistriktsfarvede,landdistriktsfarve
åbnet,åbne
landdistriktsområde,landdistriktsområde
sommerhus,sommerhus
langeland,langeland
landdistriktbestemmelsen,landdistriktbestemmels
kystnærhedszoner,kystnærhedszon
afdækker,afdække
høeghs,høeghs
beroligelse,beroligelse
mejeri,mejeri
smedje,smedje
male,male
fanden,fand
væggen,væg
handelslivet,handelslive
borgmestre,borgmester
handelsliv,handelsliv
mellemstore,mellemstor
brostenene,brosten
bilkaforretning,bilkaforretning
byrådene,byråd
borgmestrene,borgmestr
sure,sur
bundne,bunden
storcentre,storcenter
by,by
detailhandel,detailhandel
centre,centre
øområder,øområde
evident,evident
bevist,bevise
holstebro,holstebro
clinch,clinch
struer,strue
kede,ke
provinsbyer,provinsbye
mellemstor,mellemstor
bymidten,bymidt
bygningsministeren,bygningsminister
boligordfører,boligordføre
lejere,lejere
udlejere,udlejer
lejen,lej
boligudvalget,boligudvalge
kasket,kaske
løsningsmodel,løsningsmodel
herned,herned
tema,tema
bolig,bolig
faldende,falde
skatteindtægt,skatteindtægt
bekræftende,bekræfte
overgår,overgå
lejerne,leje
huslejen,huslej
lejeboliger,lejebolig
energireduktionen,energireduktione
forligspartner,forligspartne
besvarede,besvare
dagspressen,dagspresse
opstille,opstille
kræves,kræve
dispensationer,dispensation
fredning,fredning
strandbeskyttelseslinjer,strandbeskyttelseslinje
driftsbetingelserne,driftsbetingels
kommunes,kommune
kalvebod,kalvebod
syd,syd
kolliderer,kollidere
fredningsbestemmelser,fredningsbestemmelse
naboerne,nabo
vindmølleområde,vindmølleområd
fredet,fred
strandbeskyttelseslinjen,strandbeskyttelseslinj
alternativerne,alternativ
inddragende,inddragende
planlægningssystem,planlægningssystem
kommuneplanen,kommuneplan
lokalplanen,lokalplan
naturstyrelsen,naturstyrels
indsigelse,indsigelse
indsigelsen,indsigels
udfaldet,udfald
regeringsførelse,regeringsførelse
styrelses,styrelse
styrelsen,styrelsen
oplæsning,oplæsning
lært,lære
fjernsynet,fjernsyn
x,x
rationelle,rationel
opstiller,opstille
emotionelle,emotionel
driftsbetingelser,driftsbetingelse
teoretiske,teoretisk
beskyttelseslinjer,beskyttelseslinje
fredninger,fredning
uvildigt,uvildig
fredningsnævn,fredningsnævn
retssystemet,retssystem
forgodtbefindende,forgodtbefindende
følelsesladede,følelseslade
tosser,tosse
spørgetid,spørgetid
spørgetime,spørgetime
holdningsmæssige,holdningsmæssig
opstillingen,opstilling
forholdene,forhold
friheden,frihed
overvælder,overvælde
bagvedliggende,bagvedligge
prisværdigt,prisværdigt
derhjemme,derhjemme
hastigt,hastig
husstande,husstand
energibeskatningsdirektivet,energibeskatningsdirektivet
minimumsafgifter,minimumsafgifter
vejtransport,vejtransport
minimumsniveau,minimumsniveau
nedsættelse,nedsættelse
hårdest,hårdest
prisstigningerne,prisstigning
invasionen,invasion
ukraine,ukrain
energiuafhængigheds,energiuafhængighed
erhvervene,erhvervene
russisk,russisk
energipriserne,energipris
pensionister,pensionist
kontanthjælpsmodtagere,kontanthjælpsmodtager
varmetillæg,varmetillæg
genberegnet,genberegne
udviklede,udvikle
vinteren,vinter
afsatte,afsætte
varmecheck,varmecheck
krigen,krig
brød,bryde
tilføre,tilføre
varmechecken,varmecheck
inflation,inflation
prisstigninger,prisstigninge
skattefri,skattefri
check,check
folkepensionister,folkepensionist
modtager,modtage
ældrecheck,ældrecheck
belastet,belaste
brændstofpriser,brændstofprise
befordringsfradraget,befordringsfradrag
hjælpende,hjælpe
putter,putt
inflationen,inflation
benzinafgiften,benzinafgift
gevinsten,gevinst
arbejderfamilie,arbejderfamilie
håndsrækning,håndsrækning
boje,boje
mathiesen,mathiesen
bnp,bnp
arbejdsudbuddet,arbejdsudbud
provenusiden,provenusid
navigere,navig
holdbart,holdbart
energibeskatningsdirektivets,energibeskatningsdirektiv
minimumssatser,minimumssatse
anmoder,anmode
forventelig,forventelig
anslås,anslås
omtrent,omtrent
russiske,russisk
checkens,checke
arbejdsmarkedsbidrag,arbejdsmarkedsbidrag
målgruppe,målgruppe
energipakken,energipakk
indkomststøtte,indkomststøt
dieselafgifterne,dieselafgifter
skattelettelse,skattelettelse
fristende,fristende
friskt,frisk
tegnebogen,tegnebog
tankes,tanke
læg,læg
ekstreme,ekstreme
turen,tur
supermarkedet,supermarkede
skatteordfører,skatteordfør
louise,louise
schack,schack
elholm,elholm
skatterådet,skatteråd
genberegnede,genberegne
befordringsgodtgørelsen,befordringsgodtgørelse
befordringsfradragets,befordringsfradrag
satserne,sats
årets,år
udgang,udgang
befordringsgodtgørelse,befordringsgodtgørelse
beløbene,beløb
fradragsværdien,fradragsværdi
øges,øge
rekord,rekord
inflationstal,inflationstal
statistik,statistik
pumpe,pump
højrebenet,højreben
dieselafgifter,dieselafgifter
afskaffelse,afskaffelse
venstremand,venstremand
ufinansieret,ufinansiere
rekordhøj,rekordhøj
forværre,forværre
weekenden,weekend
hyggekørsel,hyggekørsel
brugsgenstand,brugsgenstand
ryk,ryk
baglomme,baglom
antage,antag
dieselpriserne,dieselprise
frisindet,frisind
holdent,holdent
mindsket,mindske
virkeligheder,virkelighede
gængs,gængs
befordringsfradrag,befordringsfradrag
arbejdsmarked,arbejdsmarked
fradraget,fradrage
parametre,parameter
fjernelse,fjernelse
harmonerer,harmonere
nuancer,nuance
tankekraft,tankekraft
mad,mad
essentielle,essentiel
skatteprovenuet,skatteprovenue
uønsket,uønske
kernevelfærd,kernevelfærd
lærere,lærer
pædagoger,pædagog
sygeplejersker,sygeplejerske
hæves,hæve
hjælpen,hjælp
indkomstgrupper,indkomstgruppe
fattigste,fattige
katastrofal,katastrofal
indvirkning,indvirkning
karakteristika,karakteristika
defineret,definere
lavindkomstgruppe,lavindkomstgruppe
forsørgelsesforpligtelser,forsørgelsesforpligtels
enmandshusstand,enmandshusstand
forsørge,forsørge
vagter,vagter
arbejdsmarkedet,arbejdsmarked
argumentere,argumenter
indkomsten,indkomst
studiejob,studiejob
studietid,studietid
fuldtid,fuldtid
boligpriserne,boligprise
su,su
render,rende
lynhurtigt,lynhurtigt
realiserbare,realiserbare
relateret,relatere
skrig,skrig
adresseret,adressere
sundt,sund
begrænser,begrænse
klimaelementet,klimaelement
pendle,pendle
spekulerede,spekulere
sats,sats
hippieagtig,hippieagtig
lykkeligt,lykkeligt
følgeskab,følgeskab
pendler,pendel
kollegerne,kolleg
kollegaen,kollega
regnes,regne
pirattaxa,pirattaxa
gulerod,gulerod
fordelagtigt,fordelagtig
sjovere,sjov
indkomster,indkomste
beskæftigelsesfradraget,beskæftigelsesfradrag
finanslovsudspil,finanslovsudspil
knappe,knappe
markedsregulering,markedsregulering
udhulet,udhule
energidirektiv,energidirektiv
sidehenvisning,sidehenvisning
højdespringerne,højdespringe
hæmmer,hæmme
familien,familie
respektere,respekter
ekstraordinær,ekstraordinær
streg,streg
minimumssats,minimumssats
midlertidig,midlertidig
sænkelse,sænkelse
kørselsfradraget,kørselsfradrag
nemme,nem
rådighedsbeløb,rådighedsbeløb
pumpet,pump
konsulentprojekter,konsulentprojekt
benzinprisen,benzinprise
skattetryk,skattetryk
ytrer,ytre
livremmen,livremm
dagligdag,dagligdag
hverdag,hverdag
ukorrekt,ukorrekt
lovgivningsmæssigt,lovgivningsmæssigt
rumme,rumme
lovbehandling,lovbehandling
beset,bese
dieselafgiften,dieselafgift
dieseldelen,dieseldel
overfinansieret,overfinansiere
millionbeløb,millionbeløb
tabel,tabel
anført,anføre
hjertens,hjert
ivrigheden,ivrighed
forsøgsvindmøller,forsøgsvindmølle
driftsstøtte,driftsstøtte
investeringsstøtte,investeringsstøtte
stø,stø
tte,tte
småting,småting
italesætter,italesætt
manko,manko
havvindmølleudbygning,havvindmølleudbygning
velkomst,velkomst
klubben,klub
generations,generation
statsstøttereglerne,statsstøtteregle
statsstøtte,statsstøtte
bedømme,bedøm
påstår,påstå
des,des
videreudvikler,videreudvikle
støttemodellen,støttemodell
forsøgsmøller,forsøgsmølle
omlægges,omlægge
tilskynde,tilskynde
opsætning,opsætning
markedsposition,markedsposition
klimamålsætninger,klimamålsætninge
hurra,hurra
fremmeste,fremmest
buler,bule
aktørerne,aktør
klimaaftalen,klimaaftal
klimaudfordringerne,klimaudfordring
afspejlede,afspejlet
vindmølletyper,vindmølletype
vindmøllesektoren,vindmøllesektor
energiteknologieksport,energiteknologieksport
energiudbytte,energiudbytte
jul,jul
spadestik,spadestik
regulatoriske,regulatorisk
elektrificeres,elektrificere
storeksportør,storeksportør
moderaterne,moderaet
betegne,betegn
ekspederet,ekspedere
opsamling,opsamling
lovbehandlinger,lovbehandling
nedslag,nedslag
vindenergiteknologi,vindenergiteknologi
konkurrencepræget,konkurrencepræge
bemyndigelsen,bemyndigelse
fordrer,fordre
færdigbagt,færdigbagt
baglommen,baglom
ødrift,ødrift
implementerer,implementere
danmarksdemokraterne,danmarksdemokrate
hjemler,hjemle
tildele,tildel
hjemmelen,hjemmel
anvendelsesområdet,anvendelsesområde
tilpasses,tilpasses
nettilsluttet,nettilsluttet
ordningerne,ordning
forsyningsministeren,forsyningsminister
forundersøgelsestilladelser,forundersøgelsestilladelse
etableringstilladelser,etableringstilladelse
elproduktionstilladelser,elproduktionstilladels
modregning,modregning
forgasningsgas,forgasningsgas
lovændringen,lovændring
fejlen,fejl
synlig,synlig
foranlediget,foranledige
opfordringer,opfordringe
ære,ære
vestastestcenter,vestastestcenter
overflod,overflod
strømproduktion,strømproduktion
havvindmølleprojekter,havvindmølleprojekte
opført,opført
nytten,nyt
skåltaler,skåltal
embedsværket,embedsværke
omsættes,omsætte
forsinkede,forsinke
sæt,sæt
værditabsordning,værditabsordning
førertrøje,førertrøje
iklæde,iklæde
skåltalerne,skåltale
dages,dag
kedelige,kedelig
udrulning,udrulning
udmønter,udmønte
udmønte,udmønte
hav,hav
ovenstående,ovenståe
lovforslagets,lovforslag
lovteknik,lovteknik
udrulle,udrul
implementeres,implementere
metakommentar,metakommentar
samtale,samtale
flok,flok
bureaukrater,bureaukrat
fundamentale,fundamentale
udvalgene,udvalg
ekspederer,ekspedere
ceremoniel,ceremoniel
akt,akt
skjuler,skjule
poser,pose
umodne,umoden
lea,lea
wermelin,wermelin
rammen,ramme
smuthuller,smuthulle
opdatere,opdatere
dejlig,dejlig
førstebehandle,førstebehandle
morgendagens,morgendagens
brik,brik
tilføjet,tilføj
gasforsyning,gasforsyning
udrulningen,udrulning
lovhjemmel,lovhjemmel
lovgrundlaget,lovgrundlage
bestemmelser,bestemmelse
præcisering,præcisering
elproducerende,elproducerende
gødningsloven,gødningsloven
gødningsforordning,gødningsforordning
tydeligere,tydeliger
deklarering,deklarering
gødningsprodukter,gødningsprodukt
markedsføres,markedsføre
tilpasninger,tilpasning
hindres,hindre
markedsfører,markedsføre
efterleves,efterleve
produktkategorier,produktkategorie
biostimulanter,biostimulant
hæmmere,hæmmer
skelnes,skelne
tilføjelser,tilføjelse
miljøbeskyttelse,miljøbeskyttelse
genanvende,genanvende
affaldsprodukter,affaldsprodukte
referenceramme,referenceramm
detaljerede,detaljere
hovedtræk,hovedtræk
standardisering,standardisering
gødningsprodukterne,gødningsprodukt
transparens,transpar
kravet,krave
gødningsforordningen,gødningsforordning
håndhævet,håndhævet
fuldstændigt,fuldstændigt
gødskningslov,gødskningslov
virkningen,virkning
erhvervets,erhvervets
pligten,pligt
deklarere,deklar
gødningen,gødninge
slutproduktet,slutprodukte
opretholdes,opretholdes
jordforbedringsmidler,jordforbedringsmidler
gødskningsloven,gødskningslov
tilpasningerne,tilpasning
produkterne,produkt
fastsætter,fastsætte
ligeledes,ligeledes
fastsættes,fastsætte
planteværn,planteværn
uproblematisk,uproblematisk
registreringspligten,registreringspligt
gødninger,gødning
listen,liste
registrerede,registrere
digitalt,digital
aktuel,aktuel
tilmeldt,tilmelde
forhandles,forhandle
pip,pip
gennemsigtighed,gennemsigtighed
fjong,fjong
kritiske,kritisk
svang,svang
småkedeligt,småkedeligt
kategori,kategori
kemisk,kemisk
navnlig,navnlig
gødningsområdet,gødningsområde
gødningsforordnings,gødningsforordnings
markedsføring,markedsføring
påsættes,påsætte
gødningsproduktet,gødningsprodukt
tydelig,tydelig
frie,fri
indsættes,indsætte
kemi,kemi
oversende,overse
udførligt,udførlig
privatsag,privatsag
kæmpebetydning,kæmpebetydning
optagede,optage
strukturer,strukture
samfundslivet,samfundsliv
genskabe,genskabe
levede,leve
nationer,nation
jordkloder,jordklode
naturressourcer,naturressource
forandringen,forandring
samfundsstrukturer,samfundsstrukture
sigter,sigt
fødevareområde,fødevareområde
anliggende,anliggende
gebærder,gebærde
madsystem,madsystem
fødekæden,fødekæd
kokke,kokke
restauranter,restaurant
køkkener,køkken
vegetarisk,vegetarisk
femtedel,femtedel
evig,evig
oprettelse,oprettelse
kokkeuddannelse,kokkeuddannelse
pensum,pensum
restaurantskolen,restaurantskol
erhvervsuddannelserne,erhvervsuddannels
vindmøllen,vindmøll
svejser,svejse
fjernvarmerørene,fjernvarmerør
faglærte,faglært
efterspurgte,efterspurge
indarbejdes,indarbejde
aktualisere,aktualiser
uddannelser,uddannelse
efterspørgselsstyrede,efterspørgselsstyre
fagforeninger,fagforening
arbejdsgivere,arbejdsgiver
gastronomuddannelsen,gastronomuddannelse
udviklingsredegørelse,udviklingsredegørelse
speciale,speciale
uddanner,uddanne
vegetarkok,vegetarkok
særskilt,særskil
kokkeuddannelsen,kokkeuddannels
spritny,spritny
produktionssamfund,produktionssamfund
lærerkompetencer,lærerkompetencer
efterspørgselsdrevede,efterspørgselsdreve
uddannelsessystem,uddannelsessystem
undervisningsministeren,undervisningsminister
erhvervsuddannelser,erhvervsuddannelse
undtagelsesvis,undtagelsesvis
repræsentanterne,repræsentant
fornyelsesopgave,fornyelsesopgave
overtrumfe,overtrumfe
kladdehæftet,kladdehæft
vegetarkokke,vegetarkokke
svendebrev,svendebrev
stegt,stege
kotelet,kotele
vegetarretning,vegetarretning
sen,se
aftentime,aftentime
madspild,madspild
emballage,emballage
veganisme,veganisme
undervisningsministeriet,undervisningsministerium
skrues,skrues
informeret,informere
vegetarkokkeuddannelse,vegetarkokkeuddannelse
sundhedsuddannelserne,sundhedsuddannelser
vigtigere,vigtig
uddannelserne,uddannels
indmeldinger,indmelding
automekanikere,automekanikere
elektrikere,elektriker
erhvervsuddannelsernes,erhvervsuddannelsernes
justeres,justere
forlænges,forlænge
murer,mur
udviklingsredegørelser,udviklingsredegørelse
ryge,ryge
trummerum,trummerum
finanslovsforhandling,finanslovsforhandling
sundhedsskolerne,sundhedsskol
kærlighed,kærlighed
sundhedsskoler,sundhedsskole
faldefærdige,faldefærdig
ruiner,ruin
brøndby,brøndby
esbjerg,esbjerg
lækre,lækker
indbydende,indbydende
personale,personal
opløftet,opløfte
slidt,slide
sokkeholderne,sokkehold
klædt,klæde
tilpasser,tilpasse
arbejdsmarkedets,arbejdsmarked
involveret,involvere
lønmodtagere,lønmodtager
ansætte,ansætte
lønmodtagernes,lønmodtagerne
evner,evne
arbejdsløshed,arbejdsløshed
fremtidssikres,fremtidssikre
pseudouddannelser,pseudouddannelser
sulten,sult
aftensmad,aftensmad
snapstinget,snapsting
rybners,rybne
naturli,naturli
valgkreds,valgkreds
sygemeldte,sygemelde
jakob,jakob
jensen,jensen
arbejdstagere,arbejdstagere
millionklassen,millionklass
anni,anni
matthiesen,matthies
kardinalpunkt,kardinalpunkt
kartoffelcentralen,kartoffelcentral
brande,brand
kartoffelavlerne,kartoffelavl
efterspørges,efterspørge
tilsætningsstoffer,tilsætningsstoffe
kartoflen,kartofl
slik,slik
hedde,hedde
finanslovsforhandlingerne,finanslovsforhandling
skyklapper,skyklapp
eksportindtægterne,eksportindtægt
omskiftelige,omskiftelig
tømreruddannelsen,tømreruddannelsen
universitetsuddannelser,universitetsuddannelse
opdaterede,opdatere
uddannet,uddanne
noble,nobel
udviklingsredegørelsen,udviklingsredegørelse
erhvervsuddannelsen,erhvervsuddannels
gastronom,gastronom
fortløbende,fortløbende
kompetencebehov,kompetencebehov
fortrinsvis,fortrinsvis
erhvervsuddannelse,erhvervsuddannelse
styret,styre
børne,børne
henset,hense
dyrenes,dyr
beboelige,beboelig
animalsk,animalsk
mejeriprodukter,mejeriprodukt
protein,protein
kalorieindtag,kalorieindtag
fødevaresystem,fødevaresystem
vegansk,vegansk
sløjfe,sløjfe
kæmpestort,kæmpestor
ineffektivt,ineffektivt
fodermarker,fodermarke
fodre,fodre
slagte,slage
gastronomi,gastronomi
etiske,etisk
udelukker,udelukke
uddanne,uddanne
insisterer,insistere
uddannede,uddanne
tygge,tygge
pensumbog,pensumbog
siderne,siderne
skinke,skinke
bonus,bonus
universitetet,universitete
faguddannelse,faguddannelse
fødevareministeriet,fødevareministerium
hyre,hyre
servere,server
omdømme,omdøm
nyheden,nyhed
uddannelsens,uddannelse
legitimitet,legitimit
lærepladser,læreplads
opmærksomhedspunkt,opmærksomhedspunkt
opretter,oprett
uddannelsesudvalget,uddannelsesudvalge
udtrykker,udtrykke
beroliget,berolige
sendte,sende
vægten,vægt
joh,joh
producer,produce
idéen,idé
retninger,retninge
landbrugsforligskredsen,landbrugsforligskreds
landbrugsaftalen,landbrugsaftal
generation,generation
drømmer,drømme
hamburgerryg,hamburgerryg
bog,bog
røre,røre
sygeplejerske,sygeplejersk
medstuderende,medstuderende
indstillingerne,indstilling
undervise,undervise
vegetarretter,vegetarrette
finanslovsforslag,finanslovsforslag
skuffet,skuffe
søgetal,søgetal
kokkeuddannelserne,kokkeuddannels
ældrepleje,ældrepleje
skuffer,skuf
guldkornet,guldkorn
geografisk,geografisk
udløbe,udløbe
danmarksdemokraternes,danmarksdemokraterne
finanslovspartiernes,finanslovspartierne
vegetaruddannelse,vegetaruddannelse
bevilget,bevilge
misforståelse,misforståelse
uddybende,uddybende
madvarer,madvare
optimering,optimering
finanslovspartier,finanslovsparti
opfattelser,opfattelse
skuffede,skuffe
lokalet,lokale
frigive,frigiv
spillet,spille
udvalgsspørgsmål,udvalgsspørgsmål
finanslovsaftalepapirer,finanslovsaftalepapire
oplyses,oplyse
afsættes,afsætte
taxametergodkendt,taxametergodkende
elever,elev
undervises,undervise
oprettes,oprette
kokkeskole,kokkeskole
eleverne,elev
grundforløb,grundforløb
byhaver,byhave
køkken,køkken
haver,have
gartneri,gartneri
udendørs,udendørs
madlavning,madlavning
erhvervsskole,erhvervsskole
tendenserne,tendens
franciska,franciska
rosenkilde,rosenkilde
serveret,servere
kantiner,kantin
maddagsorden,maddagsord
dyrevelfærd,dyrevelfærd
officielle,officiel
pejlemærke,pejlemærke
skarp,skarp
serveres,servere
fornøjelsen,fornøjels
standin,standin
undervisningsordfører,undervisningsordføre
restaurationsskolen,restaurationsskol
relevans,relevans
spisevaner,spisevane
parallel,parallel
landbrugsskoler,landbrugsskole
landbrugsskole,landbrugsskole
foregangslandene,foregangsland
verdensførende,verdensførende
bryster,bryst
ligeså,ligeså
bedrøveligt,bedrøvelig
bælgfrugt,bælgfrugt
forgrønne,forgrønne
gren,gr
overgang,overgang
praktikplads,praktikplads
scenarie,scenarie
specialer,speciale
kokkespeciale,kokkespecial
smørrebrød,smørrebrød
catering,catering
ældre,gammel
kjærsgaard,kjærsgaard
klimamærkning,klimamærkning
ældremad,ældremad
gakgak,gakgak
kjærsgaards,kjærsgaard
gak,gak
råvarer,råvare
smager,smage
kokkeuddannelser,kokkeuddannelse
krydre,krydr
maden,mad
formulerede,formulere
dybeste,dybest
pyt,pyt
veganske,vegansk
bøffer,bøff
nørreager,nørreage
flæsk,flæsk
persillesovs,persillesovs
veganerrestaurant,veganerrestauran
storby,storby
kurser,kurser
produktionsmedarbejdere,produktionsmedarbejder
måltider,måltide
kødretter,kødret
faget,fage
samboende,samboe
stege,stege
koteletter,koteletter
gale,gal
født,føde
g,gram
pålæg,pålæg
kødspisende,kødspise
undervisningsudvalget,undervisningsudvalge
skolen,skole
husgerning,husgerning
lærte,lære
svung,svung
skiveskåret,skiveskåre
aubergine,aubergine
kylling,kylling
omvend,omvend
plejehjem,plejehjem
velsmagende,velsmagende
velbehag,velbehag
broccoli,broccoli
nordjysk,nordjysk
livret,livre
stegte,stege
auberginer,aubergine
kok,kok
karriere,karriere
afpudset,afpuds
culotter,culotte
afpudsede,afpudse
culotte,culotte
kokkene,kokk
basiskundskaber,basiskundskaber
skoene,sko
kokkeskolen,kokkeskol
agenda,agenda
madlandskab,madlandskab
udbredelse,udbredelse
deprimeret,deprimere
fødekæde,fødekæde
kødforbruget,kødforbruge
gennemsnitsdansker,gennemsnitsdanske
gennemsnitsdanskeren,gennemsnitsdansker
kg,kilo
bælgfrugterne,bælgfrugter
smage,smage
madhåndværkere,madhåndværker
specialiseret,specialisere
tilbehør,tilbehør
christiansborgs,christiansborg
dygtigste,dygtig
fødevaresektoren,fødevaresektor
hastig,hastig
klimaaftryk,klimaaftryk
proteiner,protein
vækstområde,vækstområd
jobmuligheder,jobmulighede
plantefonden,plantefond
fondens,fonden
værdikæden,værdikæd
accelerere,accelerere
værdikæder,værdikæde
vidensindsamling,vidensindsamling
formidling,formidling
forbrugernes,forbrugerne
bestyrelsens,bestyrels
styrkeposition,styrkeposition
vindeventyr,vindeventyr
nøglerolle,nøglerolle
landbrugsaftale,landbrugsaftale
